geoid,name,B19013001,"B19013001, Error"
14000US36085019700,"Census Tract 197, Richmond, NY",89868,29604
14000US36085019800,"Census Tract 198, Richmond, NY",88013,35887
14000US36085020100,"Census Tract 201, Richmond, NY",104750,36591
14000US36085020701,"Census Tract 207.01, Richmond, NY",63750,34947
14000US36085020702,"Census Tract 207.02, Richmond, NY",28523,25827
14000US36085020803,"Census Tract 208.03, Richmond, NY",133630,35106
14000US36085020804,"Census Tract 208.04, Richmond, NY",92500,9611
14000US36085020805,"Census Tract 208.05, Richmond, NY",116765,15623
14000US36085020806,"Census Tract 208.06, Richmond, NY",79744,43889
14000US36085021300,"Census Tract 213, Richmond, NY",74141,14022
14000US36085022300,"Census Tract 223, Richmond, NY",56696,2123
14000US36085022601,"Census Tract 226.01, Richmond, NY",126364,51712
14000US36085022602,"Census Tract 226.02, Richmond, NY",,
14000US36085022801,"Census Tract 228.01, Richmond, NY",,
14000US36085022802,"Census Tract 228.02, Richmond, NY",,
14000US36085023100,"Census Tract 231, Richmond, NY",80234,18628
14000US36085023900,"Census Tract 239, Richmond, NY",74837,35964
14000US36085024401,"Census Tract 244.01, Richmond, NY",118592,30291
14000US36085024402,"Census Tract 244.02, Richmond, NY",117019,31829
14000US36085024700,"Census Tract 247, Richmond, NY",74263,50479
14000US36085024800,"Census Tract 248, Richmond, NY",125446,22072
14000US36085025100,"Census Tract 251, Richmond, NY",112244,16092
14000US36085027301,"Census Tract 273.01, Richmond, NY",87303,28335
14000US36085027302,"Census Tract 273.02, Richmond, NY",81083,33868
14000US36085027702,"Census Tract 277.02, Richmond, NY",82721,21638
14000US36085027704,"Census Tract 277.04, Richmond, NY",79575,19040
14000US36085027705,"Census Tract 277.05, Richmond, NY",95231,15599
14000US36085027706,"Census Tract 277.06, Richmond, NY",73322,38353
14000US36085027900,"Census Tract 279, Richmond, NY",128750,55706
14000US36085029102,"Census Tract 291.02, Richmond, NY",89286,18713
14000US36085029104,"Census Tract 291.04, Richmond, NY",104904,39144
14000US36085029105,"Census Tract 291.05, Richmond, NY",97279,19464
14000US36085029106,"Census Tract 291.06, Richmond, NY",127671,25994
14000US36085030301,"Census Tract 303.01, Richmond, NY",95913,6123
14000US36085030302,"Census Tract 303.02, Richmond, NY",85842,18154
14000US36085031901,"Census Tract 319.01, Richmond, NY",,
14000US36085031902,"Census Tract 319.02, Richmond, NY",76066,35257
14000US36085032300,"Census Tract 323, Richmond, NY",86471,25095
14000US36085990100,"Census Tract 9901, Richmond, NY",,
